term_months,rank,institution,kind,state,apy_pct,min_deposit,promotion,product_note,fdic_cert,ncua_charter,remote_opening,nonresident_eligible,cu_membership_open_nationwide,early_withdrawal_penalty,source_url,read_note,date_checked
24,59,Great North Bank,bank,WI,3.71,,no,,15146,,not stated,not stated,,Early withdrawal penalties may apply.,https://www.greatnorthbank.com/wp-content/uploads/PDF/OAO-Rate.pdf,,2026-09-24
24,60,Twin Cedars Bank,bank,IA,3.70,500,no,,1556,,yes,not stated,,Early withdrawal penalties may apply.,https://www.twincedars.bank/bank-account-rate-sheet,,2026-09-24
24,60,Alliant Credit Union,credit_union,IL,3.70,75000,no,,,67955,not stated,no,yes (foundation),"If you withdraw funds from an Alliant certificate before the maturity date, you may incur an early withdrawal penalty, per the table below.",https://www.alliantcreditunion.org/bank/credit-union-certificate,,2026-09-24
24,60,Lafayette Federal Credit Union,credit_union,MD,3.70,,no,,,619,not stated,not stated,no (MD DC VA only for the ACC route),to Earn APY 2 Dividend APY 2 1 Early withdrawal penalties may apply.,https://www.lfcu.org/personal/certificates/,,2026-09-24
24,63,Signal Financial FCU,credit_union,MD,3.67,500,no,,,5571,not stated,not stated,yes (donation),Penalties apply for early withdrawal.,https://www.signalfinancialfcu.org/deposit-rates,,2026-09-24
24,64,Navy Federal Credit Union,credit_union,VA,3.66,,no,,,5536,not stated,not stated,no (military and DoD),Penalties apply for early withdrawals from certificate accounts.,https://www.navyfederal.org/checking-savings/savings/certificates.html,,2026-09-24
24,65,Georgia's Own Credit Union,credit_union,GA,3.65,500,no,,,67390,yes,no (SSN required),no (counties or family),Partial balance withdrawals are subject to an early withdrawal penalty.,https://www.georgiasown.org/rates/rates,,2026-09-24
24,65,Latino Community Credit Union,credit_union,NC,3.65,500,no,,,68430,yes,not stated,not stated,% 3.50% 18 Months $500 3.55% 3.55% 24 Months $500 3.65% 3.65% 36 Months $500 3.70% 3.70% 48 Months $500 3.73% 3.73% 60 Months $500 3.75% 3.75% The Fine Print The important details Account Limitations/Early Withdrawal Penalties.,https://latinoccu.org/products-and-services/savings/certificates-of-deposit/certificates-of-deposit/,,2026-09-24
24,67,GTE Financial,credit_union,FL,3.61,,no,,,196,not stated,not stated,not stated,While there are no penalties for monthly dividend withdrawals a penalty may be imposed for early withdrawal which could reduce the earnings on the account and/or reduce the principal.,https://www.gtefinancial.org/products/share-certificates,,2026-09-24
24,68,Ponce Bank,bank,NY,3.60,1000,no,,31189,,not stated,not stated,,A penalty may be imposed for withdrawals before maturity on CDs.,https://www.poncebank.com/rates,,2026-09-24
24,68,UniBank,bank,WA,3.60,1000,no,,58407,,not stated,not stated,,All certificate of deposits and IRA's are subject to an interest penalty for early withdrawal of principal.,https://www.unibankusa.com/deposit/resources/deposit-rates,,2026-09-24
24,68,First State Bank of Bigfork,bank,MN,3.60,45000,no,,10991,,yes,not stated,,1 Penalty of 30 days interest is imposed on early withdrawal.,https://www.fsbbigfork.com/services-tools/helpful-tools/rates.html,,2026-09-24
24,68,Air Force Federal Credit Union (Vibrant),credit_union,,3.60,,no,,,,yes,not stated,not stated,out Certificates 6 $300 minimum opening deposit for all regular share and IRA accounts; $5 minimum deposit for youth club members under 18 years of age 7 Fees could reduce earnings on the account 8 A penalty will be imposed for early withdr,https://www.freedomfcu.org/rates/,,2026-09-24
24,72,Sidney Federal Credit Union,credit_union,NY,3.59,,no,,,6011,yes,not stated,no (counties),,https://sfcuonline.org/accounts/share-certificates/,,2026-09-24
24,73,Compass Savings Bank,bank,PA,3.56,500,no,,29430,,not stated,not stated,,Months Minimum Balance Rate APY* 6 $500 3.75% 3.82% 12 $500 3.85% 3.92% 18 $500 3.50% 3.56% 24 $500 3.50% 3.56% 36 $500 3.15% 3.20% 60 $500 3.15% 3.20% * Annual Percentage Yield Penalty may apply for early withdrawal and reduce earnings.,https://compassbank.us/savings-rates/,,2026-09-24
24,74,Crews Bank & Trust,bank,FL,3.55,500,no,,8021,,yes,not stated,,A penalty is imposed for early withdrawal from a Time Deposit.,https://www.crews.bank/hubfs/_CBT/PDFs/Deposits%20Rate%20Sheet.pdf,,2026-09-24
24,74,Garden Plain State Bank,bank,KS,3.55,1000,no,,19687,,not stated,not stated,,,https://www.gpsbank.com/deposit-rates,,2026-09-24
24,74,Security Bank,bank,OK,3.55,,no,,4178,,not stated,not stated,,A penalty may be imposed for early withdrawal from a Certificate of Deposit.,https://www.sbtulsa.bank/Current-Rates,,2026-09-24
24,77,Abound Credit Union,credit_union,KY,3.50,500,no,,,7000,yes,not stated,not stated,,https://www.aboundcu.com/community-support/get-in-touch/rates/deposit-rates,,2026-09-24
24,77,Cross River Bank,bank,NJ,3.50,500,no,,58410,,not stated,not stated,,CDs are subject to penalty for early withdrawal.,https://www.crossriver.com/personal-banking,,2026-09-24
24,77,The First State Bank of Rosemount,bank,MN,3.50,500,no,,9769,,not stated,not stated,,36 Month Roth IRA $500 3.00% 3.00% Annual 5 Year Roth IRA $500 3.00% 3.00% Annual † Variable Rate (Rate may be subject to change) * Fees could reduce earnings ** Minimum to earn interest Substantial penalty for early withdrawal of certifica,https://www.fsbrosemount.com/financial-tools/rates,,2026-09-24
24,77,Forbright Bank,bank,MD,3.50,1000,no,,57614,,not stated,not stated,,Early withdrawal penalties apply to all Certificates of Deposit.,https://www.forbrightbank.com/personal-banking/growth-cd/,,2026-09-24
24,77,Hanscom Federal Credit Union,credit_union,MA,3.50,,no,,,9095,not stated,not stated,not stated,Early withdrawal penalties may apply to certificates.,https://www.hfcu.org/rates/account-rates.html,,2026-09-24
24,77,Northpointe Bank,bank,MI,3.50,,no,,34953,,not stated,not stated,,Early withdrawal penalties may be charged on certificates of deposit.,https://www.northpointe.com/banking/rates/,,2026-09-24
24,77,Presidential Bank,bank,MD,3.50,,no,,32363,,no,no,,A penalty is imposed for early withdrawal.,https://www.presidential.com/personal/banking/cds,,2026-09-24
24,77,Seattle Bank,bank,WA,3.50,,no,,35139,,yes,not stated,,Penalty assessed for early withdrawal.,https://www.seattlebank.com/personal/personal-banking/certificates-of-deposit-cd.html,,2026-09-24
24,85,Customers Bank,bank,PA,3.45,,no,,34444,,yes,not stated,,Penalty for early withdrawal.,https://www.customersbank.com/cds/,,2026-09-24
24,86,Justice Federal Credit Union,credit_union,VA,3.41,100000,no,,,151,not stated,not stated,not stated,Certificate is subject to penalty for early withdrawal.,https://www.jfcu.org/rates,,2026-09-24
24,87,EverBank,bank,FL,3.40,,no,,34775,,yes,not stated,,,https://www.everbank.com/product-selection?referid=31176,,2026-09-24
24,87,"Happen Bank, National Association",bank,UT,3.40,,no,,32551,,yes,not stated,,"Monthly withdrawals of earned interest are permitted, however any withdrawals of principal balances would only be allowed at the banks discretion and may incur early withdrawal fees.",https://www.happen.com/personal-banking/savings/certificate-of-deposit,,2026-09-24
24,87,Northeast Bank,bank,ME,3.40,,no,,19690,,yes,not stated,,Early withdrawal penalties may apply.,https://www.northeastbank.com/personal-cds-iras,,2026-09-24
24,90,First Federal Savings Bank,bank,IN,3.38,500,no,,29056,,not stated,not stated,,A penalty will be imposed for early withdrawal.,https://www.firstfedsavings.bank/current-rates/,,2026-09-24
24,91,First Community Credit Union,credit_union,MO,3.35,500,no,,,67619,not stated,no,not stated (employer or association groups),Certificates have substantial penalties for early withdrawal.,https://www.firstcommunity.com/services-tools/tools/rates.html,,2026-09-24
24,91,Texas Heritage National Bank,bank,TX,3.35,1000,no,,3161,,not stated,not stated,,,https://www.thnb.bank/resources/interest-rates/,,2026-09-24
24,93,Central State Bank,bank,IA,3.33,1500,no,,10903,,not stated,not stated,,Early withdrawal penalty fees may apply on Certificates of Deposits 6 to 60 months Savings and NOW Checking Accounts Savings accounts provide a straightforward way to earn interest while maintaining liquidity.,https://www.centralstatebankia.com/personal/rates,,2026-09-24
24,94,KodaBank,bank,ND,3.30,1000,no,,8386,,not stated,not stated,,"$25,000 - $99,999* $100,000+* 3.30% 3.40% 3.50% 3.30% 3.40% 3.50% 60 Month: $1,000 - $24,999* $25,000 - $99,999* $100,000+* 3.40% 3.50% 3.60% 3.40% 3.50% 3.60% Rates Effective September 1st, 2026 *A penalty may be imposed for early withdraw",https://www.kodabank.com/personal/save-and-spend/cds-and-iras,,2026-09-24
24,94,Bradesco Bank,bank,FL,3.30,,no,,21265,,not stated,not stated,,"If funds are withdrawn within six (6) days of the date of deposit, an early withdrawal penalty of seven (7) days’ simple interest on the amount withdrawn will be charged.",https://bradescobank.com/es/certificate-of-deposit-bradesco/,,2026-09-24
24,94,First Internet Bank of Indiana,bank,IN,3.30,,no,,34607,,yes,not stated,,Contact Us Learn More Business CD Accounts & Rates Term Interest Rate Annual Percentage Yield (APY) Early Withdrawal Penalties 3-month CD 3.10 % 3.14 % 90 days interest Open Account 6-month CD 3.70 % 3.76 % 180 days interest Open Account 12,https://www.firstib.com/open-account/,,2026-09-24
24,94,Greater Nevada Credit Union,credit_union,NV,3.30,,no,,,68228,not stated,not stated,no (Nevada),A penalty may be imposed for withdrawals before maturity.,https://www.gncu.org/banking/account-rates/,,2026-09-24
24,94,Kinecta Federal Credit Union,credit_union,CA,3.30,,no,,,4142,not stated,not stated,not stated,There is a substantial penalty for early withdrawal of certificate funds.,https://www.kinecta.org/rates,,2026-09-24
24,94,Liberty Federal Credit Union,credit_union,IN,3.30,,no,,,1682,yes,not stated,not stated,,https://www.libertyfcu.org/deposit-rates,,2026-09-24
24,94,SECU Maryland,credit_union,MD,3.30,,no,,,66330,not stated,not stated,not stated,Early withdrawal penalties may apply.,https://www.secumd.org/personal/banking/savings/cds/,,2026-09-24
24,101,American Express National Bank,bank,UT,3.25,0,no,,27471,,not stated,not stated,,rawn with no penalty  -  great for unexpected challenges Explore HYSA Certificate of Deposit Account Know exactly how much your investment will earn A fixed APY protects you from falling interest rates Early withdrawal fee helps reinforce a,https://www.americanexpress.com/en-us/banking/online-savings/cd/,,2026-09-24
24,101,Freedom Bank of Southern Missouri,bank,MO,3.25,250,no,,35276,,not stated,not stated,,"Savings ++ $5 $0 0.40% 0.40% Business Savings ++ $100 $0 - - Tier 1 <$50,000.00 - $0 0.35% - Tier 2 $50,000.00 - $50,000 0.45% - Tier 3 $100,000.00 - $100,000 0.55% - APY = Annual Percentage Yield *A penalty may be imposed for early withdra",https://www.freedombk.com/deposit,,2026-09-24
24,101,Great Plains State Bank,bank,NE,3.25,500,no,,14058,,not stated,not stated,,2 Months $500 3.41% 3.45% 15 Months $500 3.84% 3.90% 18 Months $500 3.41% 3.45% 24 Months $500 3.21% 3.25% 36 Months $500 3.21% 3.25% 48 Months $500 3.26% 3.30% 60 Months $500 3.31% 3.35% Substantial penalty will be imposed for early withdr,https://gpsbanks.com/rates/,,2026-09-24
24,101,Home Bank and Trust Company,bank,KS,3.25,1000,no,,4664,,not stated,not stated,,,https://homebank-trust.com/rates/,,2026-09-24
24,101,Pathway Bank,bank,NE,3.25,1000,no,,1992,,not stated,not stated,,Substantial Penalty for Early Withdrawal.,https://www.pathwaybank.com/cds-iras-hsas,,2026-09-24
24,101,Rising Bank (Midwest BankCentre),bank,MO,3.25,100000,no,,1058,,yes,not stated,,Penalty for early withdrawal may apply.,https://www.risingbank.com/rates/,,2026-09-24
24,101,"T Bank, National Association",bank,TX,3.25,,no,,57703,,yes,not stated,,CDs & IRAs are subject to a early withdrawal penalty.,https://t.bank/home/current-rates/,,2026-09-24
24,108,Mercantile Bank,bank,MI,3.24,,no,,34598,,not stated,not stated,,Subject to early withdrawal pen alty when principal is withdrawn prior to maturity.,https://mercbank.com/personal-banking/cds/merc,,2026-09-24
24,109,PenFed Credit Union,credit_union,VA,3.20,,no,,,227,not stated,not stated,not stated,,https://www.penfed.org/certificates/money-market,,2026-09-24
24,110,First Bank of the Lake,bank,MO,3.15,,no,,26960,,not stated,not stated,,Penalty may be imposed for early withdrawal.,https://www.fblake.bank/rates/,,2026-09-24
24,111,Clinton Bank,bank,KY,3.14,10000,yes,,304,,not stated,not stated,,"IFICATE OF DEPOSIT $10,000.00 $ 10,000.00 3.10% 3.14% 18 MONTH INDIVIDUAL RETIREMENT ACCOUNT'' $ 500.00 $ 500.00 1.15% 1.15% 30 MONTH INDIVIDUAL RETIREMENT ACCOUNT' $ 500.00 $ 500.00 1.65% 1.66% a) A penalty may be imposed for early withdra",https://www.clintonbankky.com/home/fiFiles/static/documents/weeklydepositrates.pdf,,2026-09-24
24,112,"Academy Bank, National Association",bank,MO,3.10,500,no,,19600,,not stated,not stated,,"If not a CD, then should I try a Money Market All 3 * Annual Percentage Yield 1 A penalty may be imposed for early withdrawal.",https://www.academybank.com/personal/save/certificate-of-deposit,,2026-09-24
24,112,Quorum Federal Credit Union,credit_union,NY,3.10,100000,no,,,22769,yes,not stated,not stated,A penalty will be imposed if funds are withdrawn prior to maturity date.,https://www.quorumfcu.org/rates,,2026-09-24
24,114,Boonville Federal Savings Bank,bank,IN,3.09,500,no,,30128,,not stated,not stated,,"CDS Term Interest Rate* APY** Minimum Deposit Early Withdrawal Penalty 91 Days 0.05% 0.05% $1,000.00 91 Days 182 Days 0.20% 0.20% $1,000.00 91 Days 09 Months 0.05% 0.05% $1,000.00 91 Days 12 Months 0.95% 0.95% $500.00 180 Days 18 Months 0.3",https://boonville.bank/lending/current-rates/,,2026-09-24
24,115,DLP Bank,bank,FL,3.05,,no,,17734,,not stated,not stated,,1 Penalty for early withdrawal may apply.,https://www.dlp.bank/personal/personal-savings/certificates-of-deposit-cds.html,,2026-09-24
24,116,The Bank of Old Monroe,bank,MO,3.03,,no,,1655,,not stated,not stated,,Certificates of deposit may be subject to penalty for early withdrawal.,https://www.bankofoldmonroe.com/bank-rates/,,2026-09-24
24,117,Ally Bank,bank,UT,3.00,0,no,,57803,,not stated,no (SSN required),,"High Yield CD AVAILABLE TERMS 2.7% correct as of 09/23/26 Choose from a variety of terms each offering a competitive, fixed rate Early withdrawal penalty will apply APY is fixed for the term of the CD but subject to change upon renewal No m",https://www.ally.com/bank/cd-rates/,,2026-09-24
24,117,First Bank of Central Ohio,bank,OH,3.00,500,no,,59249,,not stated,not stated,,Early withdrawal penalties may apply.* Indicates minimum average balance to keep in account to avoid incursion of fees.,https://www.fbcentralohio.com/rates/,,2026-09-24
24,117,Homewood Federal Savings Bank,bank,MD,3.00,500,no,,31267,,not stated,not stated,,Member FDIC A penalty may be imposed for early withdrawal on certificates of deposit.,https://www.homewoodfsb.com/deposit-rates/,,2026-09-24
24,117,Service Credit Union,credit_union,,3.00,500,no,,,,not stated,not stated,not stated,Penalty for early withdrawal.,https://servicecu.org/rates/,,2026-09-24
24,117,United Republic Bank,bank,NE,3.00,1000,no,,58359,,not stated,not stated,,"$1,000 3.92% 4.00% 11-month Special $1,000 $1,000 3.78% 3.85% Jumbo deposits are negotiable | Bank has the right to limit deposits | All rates listed may change daily ** A penalty may be assessed for early withdrawal.",https://www.unitedrepublic.bank/deposit-rates,,2026-09-24
24,117,Citizens Access,bank,RI,3.00,,no,,57957,,not stated,not stated,,,https://www.secure.citizensaccess.com/Citizens/customer-service/rate-sheet,,2026-09-24
24,117,Commercial State Bank,bank,NE,3.00,,no,,13819,,not stated,not stated,,"% 1.45%** $25,000 - $49,999.99 1.54% 1.55%** $50,000 - and up 1.69% 1.70%** IRA 3.21% 3.25%* Rates may change after a variable account has been opened Certificates of Deposit ($1,000 Minimum Deposit, Penalty for Early Withdrawal) Type of Ac",https://www.wausabank.com/resources/rates,,2026-09-24
24,117,DCU (trade name of First Technology FCU in the NCUA file),credit_union,CA,3.00,,no,,,23521,not stated,not stated,yes (one-time donation),A penalty may be imposed for early withdrawal.,https://www.dcu.org/bank/certificates/regular-certificates.html,,2026-09-24
36,1,Raymond James Bank,bank,FL,4.80,1000,no,,33893,,not stated,not stated,,There is a substantial penalty for early withdrawal.,https://www.raymondjamesbank.com/deposit-accounts,"Rates effective September 18, 2026 per the bank's deposit page. Minimum $1,000, or $2,000 if bought through a Raymond James brokerage account. Rates by phone at 800.718.2265, option 4, or through an advisor.",2026-09-24
